Сумма	Текущая дата	Накопительная сумма	Статус	Бесконечность	Чек	Количество	Цена	Артикул	Дата
1396	25.02.2026	?	002	1396	IT01001181	1	1396	0102584	06.03.2013
337	25.02.2026	?	002	337	IT01001181	1	337	0102723	06.03.2013
423	25.02.2026	?	002	423	IT01001181	1	423	0105755	06.03.2013
1922	25.02.2026	?	002	1922	IT01001182	1	1922	0105757	06.03.2013
736	25.02.2026	?	002	736	IT01001182	1	736	0105759	06.03.2013
287	25.02.2026	?	002	287	IT01001183	1	287	0110140	06.03.2013
1599	25.02.2026	?	002	1599	IT01001184	1	1599	0110143	06.03.2013
2119	25.02.2026	?	002	2119	IT01001185	1	2119	0110145	06.03.2013
1758	25.02.2026	?	002	879	IT01001185	2	879	0105738	06.03.2013
1599	25.02.2026	?	002	1599	IT01001186	1	1599	0102332	06.03.2013
1592	25.02.2026	?	002	1592	IT01001186	1	1592	0102338	06.03.2013
2856	25.02.2026	?	002	2856	IT01001187	1	2856	0102436	06.03.2013
11920	25.02.2026	?	002	11920	IT01001187	1	11920	0102439	06.03.2013
7040	25.02.2026	?	002	7040	IT01001188	1	7040	0102440	06.03.2013
2194	25.02.2026	?	002	2194	IT01001188	1	2194	0102442	06.03.2013
4392	25.02.2026	?	002	4392	IT01001189	1	4392	0102444	06.03.2013
2194	25.02.2026	?	002	2194	IT01001190	1	2194	0102447	06.03.2013
6696	25.02.2026	?	002	6696	IT01001190	1	6696	0102453	06.03.2013
8784	25.02.2026	?	002	4392	IT01001190	2	4392	0102454	06.03.2013
3478	25.02.2026	?	002	1739	IT01001191	2	1739	0102461	06.03.2013
2318	25.02.2026	?	002	2318	IT01001192	1	2318	0102467	06.03.2013
17592	25.02.2026	?	002	17592	IT01001192	1	17592	0102474	06.03.2013
919	25.02.2026	?	002	919	IT01001192	1	919	0100598	06.03.2013
1439	25.02.2026	?	002	1439	IT01001193	1	1439	0101041	06.03.2013
423	25.02.2026	?	002	423	IT01001193	1	423	0105734	06.03.2013
2878	25.02.2026	?	002	1439	IT01001193	2	1439	0105735	06.03.2013
3844	25.02.2026	?	002	1922	IT01001194	2	1922	0105736	06.03.2013
3984	25.02.2026	?	002	3984	IT01001194	1	3984	0102416	07.03.2013
4010	25.02.2026	?	002	4010	IT01001195	1	4010	0102421	07.03.2013
4010	25.02.2026	?	002	4010	IT01001195	1	4010	0102427	07.03.2013
2856	25.02.2026	?	002	2856	IT01001195	1	2856	0102436	07.03.2013
11920	25.02.2026	?	002	11920	IT01001195	1	11920	0102439	07.03.2013
2194	25.02.2026	?	002	2194	IT01001196	1	2194	0102442	07.03.2013
2194	25.02.2026	?	002	2194	IT01001196	1	2194	0102446	07.03.2013
2194	25.02.2026	?	002	2194	IT01001196	1	2194	0102447	07.03.2013
4388	25.02.2026	?	002	2194	IT01001197	2	2194	0102452	07.03.2013
6696	25.02.2026	?	002	6696	IT01001198	1	6696	0102453	07.03.2013
2144	25.02.2026	?	002	2144	IT01001198	1	2144	0100597	07.03.2013
1119	25.02.2026	?	002	1119	IT01001199	1	1119	0100595	07.03.2013
2878	25.02.2026	?	002	1439	IT01001199	2	1439	0101041	07.03.2013
6320	25.02.2026	?	002	6320	IT01001200	1	6320	0102382	07.03.2013
35188	25.02.2026	?	001	35188	IT01001200	1	35188	0102397	07.03.2013
879	25.02.2026	?	002	879	IT01001200	1	879	0105738	07.03.2013
423	25.02.2026	?	002	423	IT01001201	1	423	0105755	07.03.2013
1922	25.02.2026	?	002	1922	IT01001201	1	1922	0105757	07.03.2013
736	25.02.2026	?	002	736	IT01001201	1	736	0105759	07.03.2013
799	25.02.2026	?	002	799	IT01001202	1	799	0109013	07.03.2013
7040	25.02.2026	?	002	7040	IT01001202	1	7040	0102440	07.03.2013
4392	25.02.2026	?	002	4392	IT01001202	1	4392	0102444	07.03.2013
4392	25.02.2026	?	002	4392	IT01001202	1	4392	0102454	07.03.2013
3478	25.02.2026	?	002	1739	IT01001203	2	1739	0102461	07.03.2013
2318	25.02.2026	?	002	2318	IT01001204	1	2318	0102467	07.03.2013
17592	25.02.2026	?	002	17592	IT01001204	1	17592	0102474	07.03.2013
10622	25.02.2026	?	002	10622	IT01001205	1	10622	0101336	09.03.2013
2856	25.02.2026	?	002	2856	IT01001206	1	2856	0102436	09.03.2013
2856	25.02.2026	?	002	2856	IT01001206	1	2856	0102438	09.03.2013
7040	25.02.2026	?	002	7040	IT01001206	1	7040	0102440	09.03.2013
2194	25.02.2026	?	002	2194	IT01001207	1	2194	0102442	09.03.2013
2194	25.02.2026	?	002	2194	IT01001207	1	2194	0102446	09.03.2013
2194	25.02.2026	?	002	2194	IT01001208	1	2194	0102447	09.03.2013
2194	25.02.2026	?	002	2194	IT01001209	1	2194	0102452	09.03.2013
1739	25.02.2026	?	002	1739	IT01001210	1	1739	0102461	09.03.2013
3984	25.02.2026	?	002	3984	IT01001210	1	3984	0102469	09.03.2013
3984	25.02.2026	?	002	3984	IT01001211	1	3984	0102470	09.03.2013
3984	25.02.2026	?	002	3984	IT01001211	1	3984	0102471	09.03.2013
17592	25.02.2026	?	002	17592	IT01001211	1	17592	0102474	09.03.2013
12144	25.02.2026	?	002	6072	IT01001212	2	6072	0101329	09.03.2013
4278	25.02.2026	?	002	4278	IT01001212	1	4278	0101339	09.03.2013
11920	25.02.2026	?	002	11920	IT01001212	1	11920	0102439	09.03.2013
8784	25.02.2026	?	002	4392	IT01001213	2	4392	0102444	09.03.2013
6696	25.02.2026	?	002	6696	IT01001213	1	6696	0102453	09.03.2013
6350	25.02.2026	?	002	6350	IT01001213	1	6350	0101337	09.03.2013
2507	25.02.2026	?	002	2507	IT01001213	1	2507	0101045	09.03.2013
3844	25.02.2026	?	002	1922	IT01001214	2	1922	0105736	09.03.2013
879	25.02.2026	?	002	879	IT01001214	1	879	0105738	09.03.2013
399	25.02.2026	?	002	399	IT01001215	1	399	0105743	09.03.2013
560	25.02.2026	?	002	560	IT01001215	1	560	0105747	09.03.2013
1754	25.02.2026	?	002	1754	IT01001215	1	1754	0100632	09.03.2013
371	25.02.2026	?	002	371	IT01001215	1	371	0102479	09.03.2013
1032	25.02.2026	?	002	1032	IT01001216	1	1032	0102493	09.03.2013
1592	25.02.2026	?	002	1592	IT01001216	1	1592	0102578	09.03.2013
1396	25.02.2026	?	002	1396	IT01001216	1	1396	0102584	09.03.2013
996	25.02.2026	?	002	996	IT01001216	1	996	0102721	09.03.2013
337	25.02.2026	?	002	337	IT01001217	1	337	0102723	09.03.2013
2878	25.02.2026	?	002	1439	IT01001218	2	1439	0105735	09.03.2013
1922	25.02.2026	?	002	1922	IT01001218	1	1922	0105736	09.03.2013
879	25.02.2026	?	002	879	IT01001218	1	879	0105738	09.03.2013
423	25.02.2026	?	002	423	IT01001219	1	423	0105755	09.03.2013
736	25.02.2026	?	002	736	IT01001220	1	736	0105759	09.03.2013
799	25.02.2026	?	002	799	IT01001220	1	799	0109013	09.03.2013
2119	25.02.2026	?	002	2119	IT01001221	1	2119	0110145	09.03.2013
1592	25.02.2026	?	002	1592	IT01001221	1	1592	0102307	09.03.2013
1592	25.02.2026	?	002	1592	IT01001221	1	1592	0102308	09.03.2013
1592	25.02.2026	?	002	1592	IT01001222	1	1592	0102310	09.03.2013
1839	25.02.2026	?	002	1839	IT01001222	1	1839	0102311	09.03.2013
1839	25.02.2026	?	002	1839	IT01001223	1	1839	0102313	09.03.2013
1592	25.02.2026	?	002	1592	IT01001223	1	1592	0102338	09.03.2013
11920	25.02.2026	?	002	11920	IT01001223	1	11920	0102439	10.03.2013
6696	25.02.2026	?	002	6696	IT01001224	1	6696	0102453	10.03.2013
4959	25.02.2026	?	002	4959	IT01001225	1	4959	0101326	10.03.2013
6072	25.02.2026	?	002	6072	IT01001225	1	6072	0101329	10.03.2013
4792	25.02.2026	?	002	4792	IT01001225	1	4792	0101330	10.03.2013
21244	25.02.2026	?	001	10622	IT01001226	2	10622	0101336	10.03.2013
4278	25.02.2026	?	002	4278	IT01001226	1	4278	0101339	10.03.2013
3984	25.02.2026	?	002	3984	IT01001227	1	3984	0102416	10.03.2013
4010	25.02.2026	?	002	4010	IT01001227	1	4010	0102421	10.03.2013
4010	25.02.2026	?	002	4010	IT01001228	1	4010	0102427	10.03.2013
2856	25.02.2026	?	002	2856	IT01001229	1	2856	0102438	10.03.2013
11920	25.02.2026	?	002	11920	IT01001229	1	11920	0102439	10.03.2013
7040	25.02.2026	?	002	7040	IT01001230	1	7040	0102440	10.03.2013
4392	25.02.2026	?	002	4392	IT01001230	1	4392	0102444	10.03.2013
2194	25.02.2026	?	002	2194	IT01001231	1	2194	0102446	10.03.2013
2194	25.02.2026	?	002	2194	IT01001232	1	2194	0102447	10.03.2013
2194	25.02.2026	?	002	2194	IT01001233	1	2194	0102452	10.03.2013
6696	25.02.2026	?	002	6696	IT01001233	1	6696	0102453	10.03.2013
4392	25.02.2026	?	002	4392	IT01001233	1	4392	0102454	10.03.2013
3984	25.02.2026	?	002	3984	IT01001234	1	3984	0102459	10.03.2013
3984	25.02.2026	?	002	3984	IT01001234	1	3984	0102460	10.03.2013
3984	25.02.2026	?	002	3984	IT01001234	1	3984	0102465	10.03.2013
2318	25.02.2026	?	002	2318	IT01001234	1	2318	0102467	10.03.2013
3176	25.02.2026	?	002	3176	IT01001234	1	3176	0111512	10.03.2013
1936	25.02.2026	?	002	968	IT01001235	2	968	0111515	10.03.2013
35188	25.02.2026	?	001	35188	IT01001235	1	35188	0102377	10.03.2013
1992	25.02.2026	?	002	996	IT01001235	2	996	0102491	10.03.2013
1032	25.02.2026	?	002	1032	IT01001236	1	1032	0102492	10.03.2013
1032	25.02.2026	?	002	1032	IT01001237	1	1032	0102493	10.03.2013
70528	25.02.2026	?	001	35264	IT01001237	2	35264	0102548	10.03.2013
1396	25.02.2026	?	002	1396	IT01001237	1	1396	0102584	10.03.2013
996	25.02.2026	?	002	996	IT01001238	1	996	0102721	10.03.2013
337	25.02.2026	?	002	337	IT01001239	1	337	0102723	10.03.2013
1999	25.02.2026	?	002	1999	IT01001240	1	1999	0103151	10.03.2013
6320	25.02.2026	?	002	6320	IT01001240	1	6320	0103152	10.03.2013
4392	25.02.2026	?	002	4392	IT01001241	1	4392	0102444	10.03.2013
1739	25.02.2026	?	002	1739	IT01001241	1	1739	0102461	10.03.2013
17592	25.02.2026	?	002	17592	IT01001241	1	17592	0102474	10.03.2013
6072	25.02.2026	?	002	6072	IT01001241	1	6072	0101329	10.03.2013
4278	25.02.2026	?	002	4278	IT01001242	1	4278	0101339	10.03.2013
3472	25.02.2026	?	002	3472	IT01001243	1	3472	0101341	10.03.2013
2184	25.02.2026	?	002	2184	IT01001244	1	2184	0111513	10.03.2013
2507	25.02.2026	?	002	2507	IT01001244	1	2507	0101045	11.03.2013
1922	25.02.2026	?	002	1922	IT01001245	1	1922	0105736	11.03.2013
879	25.02.2026	?	002	879	IT01001245	1	879	0105738	11.03.2013
1119	25.02.2026	?	002	1119	IT01001246	1	1119	0100595	11.03.2013
2144	25.02.2026	?	002	2144	IT01001247	1	2144	0100597	11.03.2013
1754	25.02.2026	?	002	1754	IT01001248	1	1754	0100632	11.03.2013
2507	25.02.2026	?	002	2507	IT01001248	1	2507	0101045	11.03.2013
798	25.02.2026	?	002	798	IT01001248	1	798	0102341	11.03.2013
12640	25.02.2026	?	002	6320	IT01001249	2	6320	0102381	11.03.2013
371	25.02.2026	?	002	371	IT01001249	1	371	0102477	11.03.2013
1396	25.02.2026	?	002	1396	IT01001249	1	1396	0102483	11.03.2013
996	25.02.2026	?	002	996	IT01001250	1	996	0102491	11.03.2013
1032	25.02.2026	?	002	1032	IT01001250	1	1032	0102493	11.03.2013
35264	25.02.2026	?	001	35264	IT01001251	1	35264	0102548	11.03.2013
1396	25.02.2026	?	002	1396	IT01001252	1	1396	0102584	11.03.2013
996	25.02.2026	?	002	996	IT01001252	1	996	0102721	11.03.2013
1032	25.02.2026	?	002	1032	IT01001253	1	1032	0102722	11.03.2013
337	25.02.2026	?	002	337	IT01001253	1	337	0102723	11.03.2013
560	25.02.2026	?	002	560	IT01001253	1	560	0105747	11.03.2013
423	25.02.2026	?	002	423	IT01001253	1	423	0105755	11.03.2013
1922	25.02.2026	?	002	1922	IT01001254	1	1922	0105757	11.03.2013
736	25.02.2026	?	002	736	IT01001254	1	736	0105759	11.03.2013
799	25.02.2026	?	002	799	IT01001255	1	799	0109013	11.03.2013
2144	25.02.2026	?	002	2144	IT01001255	1	2144	0100597	11.03.2013
1754	25.02.2026	?	002	1754	IT01001256	1	1754	0100632	11.03.2013
5014	25.02.2026	?	002	2507	IT01001256	2	2507	0101045	11.03.2013
798	25.02.2026	?	002	798	IT01001257	1	798	0102341	11.03.2013
6320	25.02.2026	?	002	6320	IT01001257	1	6320	0102381	11.03.2013
371	25.02.2026	?	002	371	IT01001258	1	371	0102477	11.03.2013
996	25.02.2026	?	002	996	IT01001259	1	996	0102491	11.03.2013
1032	25.02.2026	?	002	1032	IT01001260	1	1032	0102493	11.03.2013
35264	25.02.2026	?	001	35264	IT01001260	1	35264	0102548	11.03.2013
1396	25.02.2026	?	002	1396	IT01001261	1	1396	0102584	11.03.2013
996	25.02.2026	?	002	996	IT01001261	1	996	0102721	11.03.2013
1032	25.02.2026	?	002	1032	IT01001262	1	1032	0102722	11.03.2013
674	25.02.2026	?	002	337	IT01001262	2	337	0102723	11.03.2013
560	25.02.2026	?	002	560	IT01001262	1	560	0105747	11.03.2013
423	25.02.2026	?	002	423	IT01001263	1	423	0105755	11.03.2013
3844	25.02.2026	?	002	1922	IT01001263	2	1922	0105757	11.03.2013
799	25.02.2026	?	002	799	IT01001263	1	799	0109013	11.03.2013
1592	25.02.2026	?	002	1592	IT01001263	1	1592	0102307	11.03.2013
1592	25.02.2026	?	002	1592	IT01001264	1	1592	0102310	11.03.2013
1839	25.02.2026	?	002	1839	IT01001265	1	1839	0102313	11.03.2013
1439	25.02.2026	?	002	1439	IT01001265	1	1439	0101041	11.03.2013
1439	25.02.2026	?	002	1439	IT01001266	1	1439	0105735	11.03.2013
423	25.02.2026	?	002	423	IT01001266	1	423	0105755	11.03.2013
799	25.02.2026	?	002	799	IT01001267	1	799	0109013	11.03.2013
1592	25.02.2026	?	002	1592	IT01001268	1	1592	0102307	11.03.2013
1592	25.02.2026	?	002	1592	IT01001268	1	1592	0102310	11.03.2013
1839	25.02.2026	?	002	1839	IT01001269	1	1839	0102313	11.03.2013
1599	25.02.2026	?	002	1599	IT01001269	1	1599	0102330	11.03.2013
3184	25.02.2026	?	002	1592	IT01001270	2	1592	0102338	11.03.2013
1592	25.02.2026	?	002	1592	IT01001270	1	1592	0102339	11.03.2013
798	25.02.2026	?	002	399	IT01001271	2	399	0105743	11.03.2013
2144	25.02.2026	?	002	2144	IT01001271	1	2144	0100597	11.03.2013
919	25.02.2026	?	002	919	IT01001271	1	919	0100598	11.03.2013
1439	25.02.2026	?	002	1439	IT01001272	1	1439	0101041	11.03.2013
1592	25.02.2026	?	002	1592	IT01001273	1	1592	0102306	11.03.2013
1592	25.02.2026	?	002	1592	IT01001273	1	1592	0102307	11.03.2013
1592	25.02.2026	?	002	1592	IT01001274	1	1592	0102308	11.03.2013
1592	25.02.2026	?	002	1592	IT01001274	1	1592	0102309	11.03.2013
1592	25.02.2026	?	002	1592	IT01001275	1	1592	0102310	11.03.2013
1839	25.02.2026	?	002	1839	IT01001275	1	1839	0102311	11.03.2013
3032	25.02.2026	?	002	3032	IT01001276	1	3032	0102312	11.03.2013
1839	25.02.2026	?	002	1839	IT01001277	1	1839	0102313	11.03.2013
3184	25.02.2026	?	002	1592	IT01001277	2	1592	0102339	11.03.2013
798	25.02.2026	?	002	798	IT01001278	1	798	0102341	11.03.2013
1007	25.02.2026	?	002	1007	IT01001278	1	1007	0102342	11.03.2013
35264	25.02.2026	?	001	35264	IT01001278	1	35264	0102392	11.03.2013
371	25.02.2026	?	002	371	IT01001278	1	371	0102478	11.03.2013
996	25.02.2026	?	002	996	IT01001279	1	996	0102491	11.03.2013
1032	25.02.2026	?	002	1032	IT01001280	1	1032	0102492	11.03.2013
1032	25.02.2026	?	002	1032	IT01001280	1	1032	0102493	11.03.2013
35264	25.02.2026	?	001	35264	IT01001281	1	35264	0102548	11.03.2013
371	25.02.2026	?	002	371	IT01001281	1	371	0102549	11.03.2013
1592	25.02.2026	?	002	1592	IT01001282	1	1592	0102578	11.03.2013
1396	25.02.2026	?	002	1396	IT01001282	1	1396	0102584	11.03.2013
996	25.02.2026	?	002	996	IT01001282	1	996	0102721	11.03.2013
1032	25.02.2026	?	002	1032	IT01001283	1	1032	0102722	11.03.2013
674	25.02.2026	?	002	337	IT01001283	2	337	0102723	11.03.2013
6320	25.02.2026	?	002	6320	IT01001284	1	6320	0103152	11.03.2013
423	25.02.2026	?	002	423	IT01001284	1	423	0105755	11.03.2013
1922	25.02.2026	?	002	1922	IT01001284	1	1922	0105757	11.03.2013
736	25.02.2026	?	002	736	IT01001285	1	736	0105759	11.03.2013
2119	25.02.2026	?	002	2119	IT01001286	1	2119	0110145	11.03.2013
4792	25.02.2026	?	002	4792	IT01001287	1	4792	0101330	11.03.2013
10622	25.02.2026	?	002	10622	IT01001287	1	10622	0101336	11.03.2013
1592	25.02.2026	?	002	1592	IT01001288	1	1592	0102307	11.03.2013
1592	25.02.2026	?	002	1592	IT01001289	1	1592	0102310	11.03.2013
1839	25.02.2026	?	002	1839	IT01001289	1	1839	0102313	11.03.2013
1599	25.02.2026	?	002	1599	IT01001289	1	1599	0102330	11.03.2013
1592	25.02.2026	?	002	1592	IT01001290	1	1592	0102339	11.03.2013
6072	25.02.2026	?	002	6072	IT01001291	1	6072	0101329	11.03.2013
4278	25.02.2026	?	002	4278	IT01001291	1	4278	0101339	11.03.2013
6944	25.02.2026	?	002	3472	IT01001292	2	3472	0101341	11.03.2013
4392	25.02.2026	?	002	4392	IT01001292	1	4392	0102444	11.03.2013
2184	25.02.2026	?	002	2184	IT01001293	1	2184	0111513	11.03.2013
4010	25.02.2026	?	002	4010	IT01001293	1	4010	0102420	11.03.2013
2856	25.02.2026	?	002	2856	IT01001294	1	2856	0102426	11.03.2013
4010	25.02.2026	?	002	4010	IT01001294	1	4010	0102432	11.03.2013
5712	25.02.2026	?	002	2856	IT01001294	2	2856	0102436	11.03.2013
7040	25.02.2026	?	002	7040	IT01001295	1	7040	0102440	11.03.2013
4388	25.02.2026	?	002	2194	IT01001295	2	2194	0102442	11.03.2013
4392	25.02.2026	?	002	4392	IT01001296	1	4392	0102444	11.03.2013
1739	25.02.2026	?	002	1739	IT01001296	1	1739	0102461	11.03.2013
17592	25.02.2026	?	002	17592	IT01001297	1	17592	0102474	11.03.2013
35188	25.02.2026	?	001	35188	IT01001297	1	35188	0102377	11.03.2013
1032	25.02.2026	?	002	1032	IT01001298	1	1032	0102492	11.03.2013
1396	25.02.2026	?	002	1396	IT01001298	1	1396	0102584	11.03.2013
1120	25.02.2026	?	002	560	IT01001299	2	560	0105747	11.03.2013
11920	25.02.2026	?	002	11920	IT01001299	1	11920	0102439	11.03.2013
2194	25.02.2026	?	002	2194	IT01001300	1	2194	0102447	11.03.2013
13392	25.02.2026	?	002	6696	IT01001300	2	6696	0102453	11.03.2013
9584	25.02.2026	?	002	4792	IT01001300	2	4792	0101330	11.03.2013
10622	25.02.2026	?	002	10622	IT01001301	1	10622	0101336	11.03.2013
4010	25.02.2026	?	002	4010	IT01001302	1	4010	0102420	11.03.2013
2856	25.02.2026	?	002	2856	IT01001302	1	2856	0102426	11.03.2013
4010	25.02.2026	?	002	4010	IT01001303	1	4010	0102432	11.03.2013
2856	25.02.2026	?	002	2856	IT01001303	1	2856	0102436	11.03.2013
7040	25.02.2026	?	002	7040	IT01001304	1	7040	0102440	11.03.2013
2194	25.02.2026	?	002	2194	IT01001305	1	2194	0102442	11.03.2013
4392	25.02.2026	?	002	4392	IT01001305	1	4392	0102444	11.03.2013
1739	25.02.2026	?	002	1739	IT01001306	1	1739	0102461	11.03.2013
17592	25.02.2026	?	002	17592	IT01001306	1	17592	0102474	11.03.2013
11920	25.02.2026	?	002	11920	IT01001307	1	11920	0102439	11.03.2013
2194	25.02.2026	?	002	2194	IT01001307	1	2194	0102447	11.03.2013
6696	25.02.2026	?	002	6696	IT01001308	1	6696	0102453	11.03.2013
3184	25.02.2026	?	002	1592	IT01001309	2	1592	0102308	11.03.2013
1839	25.02.2026	?	002	1839	IT01001309	1	1839	0102311	11.03.2013
996	25.02.2026	?	002	996	IT01001310	1	996	0102491	11.03.2013
1032	25.02.2026	?	002	1032	IT01001311	1	1032	0102493	11.03.2013
35264	25.02.2026	?	001	35264	IT01001312	1	35264	0102548	11.03.2013
996	25.02.2026	?	002	996	IT01001312	1	996	0102721	11.03.2013
337	25.02.2026	?	002	337	IT01001312	1	337	0102723	11.03.2013
1999	25.02.2026	?	002	1999	IT01001313	1	1999	0103151	11.03.2013
6320	25.02.2026	?	002	6320	IT01001313	1	6320	0103152	11.03.2013
5712	25.02.2026	?	002	2856	IT01001314	2	2856	0102438	12.03.2013
1739	25.02.2026	?	002	1739	IT01001314	1	1739	0102461	12.03.2013
2856	25.02.2026	?	002	2856	IT01001315	1	2856	0102436	12.03.2013
11920	25.02.2026	?	002	11920	IT01001316	1	11920	0102439	12.03.2013
2194	25.02.2026	?	002	2194	IT01001317	1	2194	0102442	12.03.2013
4392	25.02.2026	?	002	4392	IT01001318	1	4392	0102444	12.03.2013
2194	25.02.2026	?	002	2194	IT01001318	1	2194	0102447	12.03.2013
6696	25.02.2026	?	002	6696	IT01001319	1	6696	0102453	12.03.2013
4392	25.02.2026	?	002	4392	IT01001319	1	4392	0102454	12.03.2013
1739	25.02.2026	?	002	1739	IT01001319	1	1739	0102461	12.03.2013
2318	25.02.2026	?	002	2318	IT01001320	1	2318	0102467	12.03.2013
17592	25.02.2026	?	002	17592	IT01001320	1	17592	0102474	12.03.2013
1592	25.02.2026	?	002	1592	IT01001321	1	1592	0102307	12.03.2013
1592	25.02.2026	?	002	1592	IT01001322	1	1592	0102310	12.03.2013
1839	25.02.2026	?	002	1839	IT01001322	1	1839	0102313	12.03.2013
1599	25.02.2026	?	002	1599	IT01001322	1	1599	0102330	12.03.2013
4959	25.02.2026	?	002	4959	IT01001323	1	4959	0101326	12.03.2013
6072	25.02.2026	?	002	6072	IT01001323	1	6072	0101329	12.03.2013
4792	25.02.2026	?	002	4792	IT01001323	1	4792	0101330	12.03.2013
4278	25.02.2026	?	002	4278	IT01001324	1	4278	0101339	12.03.2013
968	25.02.2026	?	002	968	IT01001324	1	968	0111515	12.03.2013
2144	25.02.2026	?	002	2144	IT01001325	1	2144	0100597	12.03.2013
919	25.02.2026	?	002	919	IT01001325	1	919	0100598	12.03.2013
1439	25.02.2026	?	002	1439	IT01001326	1	1439	0101041	12.03.2013
1664	25.02.2026	?	002	832	IT01001326	2	832	0102340	12.03.2013
35188	25.02.2026	?	001	35188	IT01001327	1	35188	0102397	12.03.2013
35188	25.02.2026	?	001	35188	IT01001327	1	35188	0102398	12.03.2013
1396	25.02.2026	?	002	1396	IT01001327	1	1396	0102483	12.03.2013
1032	25.02.2026	?	002	1032	IT01001327	1	1032	0102493	12.03.2013
1396	25.02.2026	?	002	1396	IT01001328	1	1396	0102584	12.03.2013
337	25.02.2026	?	002	337	IT01001328	1	337	0102723	12.03.2013
423	25.02.2026	?	002	423	IT01001329	1	423	0105734	12.03.2013
1439	25.02.2026	?	002	1439	IT01001329	1	1439	0105735	12.03.2013
1922	25.02.2026	?	002	1922	IT01001330	1	1922	0105736	12.03.2013
879	25.02.2026	?	002	879	IT01001330	1	879	0105738	12.03.2013
423	25.02.2026	?	002	423	IT01001330	1	423	0105755	12.03.2013
1922	25.02.2026	?	002	1922	IT01001331	1	1922	0105757	12.03.2013
736	25.02.2026	?	002	736	IT01001332	1	736	0105759	12.03.2013
287	25.02.2026	?	002	287	IT01001332	1	287	0110140	12.03.2013
1599	25.02.2026	?	002	1599	IT01001333	1	1599	0110143	12.03.2013
2119	25.02.2026	?	002	2119	IT01001334	1	2119	0110145	12.03.2013
18382	25.02.2026	?	002	9191	IT01001335	2	9191	0101332	12.03.2013
4278	25.02.2026	?	002	4278	IT01001336	1	4278	0101339	12.03.2013
38400	25.02.2026	?	001	19200	IT01001336	2	19200	0111514	12.03.2013
11920	25.02.2026	?	002	11920	IT01001336	1	11920	0102439	12.03.2013
13392	25.02.2026	?	002	6696	IT01001337	2	6696	0102453	12.03.2013
1739	25.02.2026	?	002	1739	IT01001337	1	1739	0102461	12.03.2013
17592	25.02.2026	?	002	17592	IT01001337	1	17592	0102474	12.03.2013
11920	25.02.2026	?	002	11920	IT01001338	1	11920	0102439	12.03.2013
2194	25.02.2026	?	002	2194	IT01001339	1	2194	0102446	12.03.2013
2194	25.02.2026	?	002	2194	IT01001339	1	2194	0102447	12.03.2013
2194	25.02.2026	?	002	2194	IT01001339	1	2194	0102452	12.03.2013
6696	25.02.2026	?	002	6696	IT01001339	1	6696	0102453	12.03.2013
3984	25.02.2026	?	002	3984	IT01001340	1	3984	0102459	12.03.2013
3984	25.02.2026	?	002	3984	IT01001340	1	3984	0102460	12.03.2013
7968	25.02.2026	?	002	3984	IT01001341	2	3984	0102465	12.03.2013
2144	25.02.2026	?	002	2144	IT01001341	1	2144	0100597	12.03.2013
1754	25.02.2026	?	002	1754	IT01001342	1	1754	0100632	12.03.2013
2507	25.02.2026	?	002	2507	IT01001342	1	2507	0101045	12.03.2013
6320	25.02.2026	?	002	6320	IT01001343	1	6320	0102381	12.03.2013
371	25.02.2026	?	002	371	IT01001343	1	371	0102477	12.03.2013
560	25.02.2026	?	002	560	IT01001344	1	560	0105747	12.03.2013
423	25.02.2026	?	002	423	IT01001345	1	423	0105755	12.03.2013
3844	25.02.2026	?	002	1922	IT01001345	2	1922	0105757	12.03.2013
799	25.02.2026	?	002	799	IT01001346	1	799	0109013	12.03.2013
1592	25.02.2026	?	002	1592	IT01001346	1	1592	0102339	12.03.2013
7040	25.02.2026	?	002	7040	IT01001347	1	7040	0102440	12.03.2013
3984	25.02.2026	?	002	3984	IT01001347	1	3984	0102416	13.03.2013
4010	25.02.2026	?	002	4010	IT01001347	1	4010	0102421	13.03.2013
